rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
102,full_grid,-0.006930693,-0.011386139,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
103,full_grid,-0.011386139,0.006930693,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
104,full_grid,-0.011386139,-0.006930693,0.004760891,3.294939926e+03,1.267778733e-01,2.598986590e+04,5898,-9.507563711e-07,6.239013328e-05,2.235958127e-09,6.426845427e-02
105,full_grid,0.013366337,0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
106,full_grid,-0.016336634,0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
107,full_grid,0.016336634,0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
108,full_grid,0.013366337,-0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
109,full_grid,0.016336634,-0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
110,full_grid,-0.016336634,-0.013366337,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
111,full_grid,-0.013366337,0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
112,full_grid,-0.013366337,-0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
113,full_grid,-0.013366337,-0.012871287,0.037042079,5.056678378e+02,1.292002423e-01,3.913830412e+03,6353,-3.900322796e-08,2.725432537e-06,4.265029248e-10,1.170936784e-03
114,full_grid,-0.012871287,0.013366337,0.037042079,5.056678378e+02,1.292002423e-01,3.913830412e+03,6353,-3.900322796e-08,2.725432537e-06,4.265029248e-10,1.170936784e-03
115,full_grid,0.013366337,-0.012871287,0.037042079,5.056678378e+02,1.292002423e-01,3.913830412e+03,6353,-3.900322796e-08,2.725432537e-06,4.265029248e-10,1.170936784e-03
