rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
127,full_grid,-0.014356436,0.000495050,0.023874752,1.210040933e+03,7.660066407e-02,1.579674207e+04,6353,-6.785586045e-07,3.452492073e-05,0.000000000e+00,1.009613611e-02
128,full_grid,-0.013861386,-0.045544554,0.042139109,3.809449819e+02,5.281029036e-02,7.213461227e+03,5898,-9.375134299e-08,2.221400992e-06,4.166649477e-11,6.522564680e-04
129,full_grid,-0.013861386,0.000000000,0.009645545,8.226091254e+03,3.580965273e-01,2.297171468e+04,6353,-1.061218997e-06,1.065739582e-04,-3.598937628e-09,1.744182884e-02
130,full_grid,-0.013861386,0.000000000,0.014317822,4.394892688e+03,2.093814795e-01,2.098988267e+04,6353,-9.660716085e-07,9.293653012e-05,6.578275158e-09,1.342099698e-02
131,full_grid,-0.013861386,0.000000000,0.018990099,1.215933100e+03,7.203800309e-02,1.687905061e+04,6353,-7.784294490e-07,5.604086953e-05,7.550838220e-09,1.540522014e-02
132,full_grid,-0.013861386,0.045544554,0.042139109,3.809449819e+02,5.281029036e-02,7.213461227e+03,5898,-9.375134299e-08,2.221400992e-06,4.166649477e-11,6.522564680e-04
133,full_grid,-0.013366337,-0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
134,full_grid,-0.013366337,-0.041089109,0.031307921,1.545930031e+03,2.777788407e-01,5.565326814e+03,6353,-5.257195156e-08,1.311644184e-06,-2.591125778e-10,3.961985694e-04
135,full_grid,-0.013366337,-0.018316832,0.010070297,5.358578684e+03,2.313675061e-01,2.316046352e+04,6353,-5.464096786e-07,2.239129696e-05,4.944685011e-10,3.325100156e-02
136,full_grid,-0.013366337,-0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
137,full_grid,-0.013366337,-0.013366337,0.042351485,2.317006304e+02,5.787876125e-02,4.003206451e+03,5761,-4.047480849e-08,8.779499771e-07,2.039338945e-09,3.254556234e-03
138,full_grid,-0.013366337,-0.012871287,0.037042079,5.056678378e+02,1.292002423e-01,3.913830412e+03,6353,-3.900322796e-08,2.725432537e-06,4.265029248e-10,1.170936784e-03
139,full_grid,-0.013366337,-0.002475248,0.018990099,1.310889035e+03,7.821117784e-02,1.676089111e+04,6353,-7.667632107e-07,2.534440871e-05,-2.990389397e-10,6.109480513e-03
140,full_grid,-0.013366337,0.002475248,0.018990099,1.310889035e+03,7.821117784e-02,1.676089111e+04,6353,-7.667632107e-07,2.534440871e-05,-2.990389397e-10,6.109480513e-03
141,full_grid,-0.013366337,0.013366337,0.042351485,2.317006304e+02,5.787876125e-02,4.003206451e+03,5761,-4.047480849e-08,8.779499771e-07,2.039338945e-09,3.254556234e-03
142,full_grid,-0.013366337,0.016336634,0.002212376,3.439393984e+03,1.289988847e-01,2.666219937e+04,3538,-5.242092102e-07,6.678062675e-05,1.423274658e-09,8.672232698e-02
143,full_grid,-0.013366337,0.018316832,0.010070297,5.358578684e+03,2.313675061e-01,2.316046352e+04,6353,-5.464096786e-07,2.239129696e-05,4.944685011e-10,3.325100156e-02
144,full_grid,-0.013366337,0.041089109,0.031307921,1.545930031e+03,2.777788407e-01,5.565326814e+03,6353,-5.257195156e-08,1.311644184e-06,-2.591125778e-10,3.961985694e-04
145,full_grid,-0.013366337,0.044554455,0.036404950,8.978233387e+02,1.316902801e-01,6.817688734e+03,6353,-7.783389904e-08,3.226421626e-06,1.987119682e-10,1.029533373e-03
146,full_grid,-0.012871287,-0.044059406,0.030670792,1.350965116e+03,2.348544304e-01,5.752350995e+03,6353,-5.345470763e-08,2.962661933e-06,2.036967462e-10,9.402529477e-04
