rank,search_mode,x,y,z,p_abs,local_p_ratio,local_p_ref,local_p_sample_count,U,grad_norm,well_depth,lambda_min_conf
58,full_grid,-0.028712871,-0.010891089,0.042563861,2.895754374e+02,8.434525774e-02,3.433215395e+03,5616,-2.808210536e-08,9.529575660e-07,8.394219398e-11,1.231311855e-03
59,full_grid,-0.028712871,0.000000000,0.019414851,1.133432544e+04,5.109338935e-01,2.218354582e+04,6353,-7.899402528e-07,2.205502815e-05,8.109200008e-09,1.736032561e-02
60,full_grid,-0.028712871,0.010891089,0.042563861,2.895754374e+02,8.434525774e-02,3.433215395e+03,5616,-2.808210536e-08,9.529575660e-07,8.394219398e-11,1.231311855e-03
61,full_grid,-0.028217822,-0.004455446,0.014954950,8.479017166e+03,4.853916866e-01,1.746840212e+04,6353,-3.744547859e-07,3.019652065e-05,4.923971129e-09,1.499271605e-02
62,full_grid,-0.028217822,0.004455446,0.014954950,8.479017166e+03,4.853916866e-01,1.746840212e+04,6353,-3.744547859e-07,3.019652065e-05,4.923971129e-09,1.499271605e-02
63,full_grid,-0.027722772,0.000000000,0.014742574,9.045875516e+03,5.047151356e-01,1.792273478e+04,6353,-3.836709058e-07,1.737421587e-05,4.361217318e-09,8.897755573e-03
64,full_grid,-0.027227723,-0.027227723,0.020689109,1.324946414e+04,8.625346014e-01,1.536108130e+04,6353,-1.674909189e-07,2.883546757e-06,2.593560830e-09,3.426983053e-03
65,full_grid,-0.027227723,0.027227723,0.020689109,1.324946414e+04,8.625346014e-01,1.536108130e+04,6353,-1.674909189e-07,2.883546757e-06,2.593560830e-09,3.426983053e-03
66,full_grid,-0.026732673,-0.044059406,0.042351485,1.511834745e+02,3.097368719e-02,4.881029294e+03,5761,-4.723783401e-08,1.494534841e-06,-5.354306024e-10,3.799111344e-04
67,full_grid,-0.026732673,0.044059406,0.042351485,1.511834745e+02,3.097368719e-02,4.881029294e+03,5761,-4.723783401e-08,1.494534841e-06,-5.354306024e-10,3.799111344e-04
68,full_grid,-0.026237624,-0.026237624,0.015592079,1.534235521e+04,9.066002219e-01,1.692295550e+04,6353,-2.031797032e-07,1.393551524e-06,3.960083020e-09,5.950669655e-03
69,full_grid,-0.026237624,0.026237624,0.015592079,1.534235521e+04,9.066002219e-01,1.692295550e+04,6353,-2.031797032e-07,1.393551524e-06,3.960083020e-09,5.950669655e-03
70,full_grid,-0.022772277,-0.022772277,0.009220792,1.757906842e+04,8.029603191e-01,2.189282334e+04,6353,-4.417204260e-07,1.685735604e-05,1.119767463e-08,3.329662066e-02
71,full_grid,-0.022772277,0.000000000,0.042563861,6.689931451e+02,5.969008512e-02,1.120777670e+04,5616,-3.752753655e-07,3.207657119e-05,1.375080891e-08,3.138285794e-02
72,full_grid,-0.022772277,0.022772277,0.009220792,1.757906842e+04,8.029603191e-01,2.189282334e+04,6353,-4.417204260e-07,1.685735604e-05,1.119767463e-08,3.329662066e-02
73,full_grid,-0.022277228,-0.021782178,0.019414851,5.957442057e+03,4.414931421e-01,1.349384960e+04,6353,-1.078441316e-07,1.396824175e-05,1.359018650e-09,2.035722193e-03
74,full_grid,-0.021782178,-0.021287129,0.014317822,1.060955985e+04,5.401478145e-01,1.964195645e+04,6353,-2.892421958e-07,5.838541703e-06,4.300223786e-09,7.308256978e-03
